RecordID,DateID,WarehouseID,EquipmentID,MaintenanceID,UptimeHours,DowntimeHours,PackagesProcessed,EnergyUsed_kWH,ThroughputRate,MaintenanceCost
6041,20250226,61,9,86,21.39,2.61,7251,91.19,338.99,171.98
6042,20230820,46,56,774,21.93,2.07,7653,123.96,348.97,136.4
6043,20190311,28,98,99,19.43,4.57,7616,92.92,391.97,301.12
6044,20250612,68,82,718,17.82,6.18,3154,95.03,176.99,407.21
6045,20150323,31,2,30,16.83,7.17,4022,69.39,238.98,472.44
6046,20240115,17,85,396,17.38,6.62,2780,93.07,159.95,436.2
6047,20250107,78,58,299,20.53,3.47,6651,72.54,323.96,228.64
6048,20160615,62,82,130,16.21,7.79,3857,87.48,237.94,513.29
6049,20220522,69,64,133,17.78,6.22,3893,94.39,218.95,409.84
6050,20240721,23,3,435,19.69,4.31,6812,67.02,345.96,283.99
6051,20180211,56,62,777,23.36,0.64,7802,95.13,333.99,42.17
6052,20181110,20,37,96,23.75,0.25,5771,109.18,242.99,16.47
6053,20220701,25,47,602,17.66,6.34,6958,59.59,394.0,417.75
6054,20160313,26,14,46,22.67,1.33,7730,82.55,340.98,87.64
6055,20150830,44,32,779,17.65,6.35,3900,99.91,220.96,418.41
6056,20191218,68,81,46,19.83,4.17,6484,92.62,326.98,274.77
6057,20160620,60,50,815,18.51,5.49,6922,90.71,373.96,361.74
6058,20250830,4,78,961,17.57,6.43,4427,82.47,251.96,423.68
6059,20170202,100,86,67,21.57,2.43,7894,92.5,365.97,160.12
6060,20250914,7,35,560,23.31,0.69,6876,130.87,294.98,45.47
6061,20180406,79,47,981,18.94,5.06,4545,111.99,239.97,333.41
6062,20150206,66,51,776,23.97,0.03,8557,89.83,356.99,1.98
6063,20190802,90,35,868,18.58,5.42,7116,56.1,382.99,357.13
6064,20160618,55,61,601,16.5,7.5,4554,57.27,276.0,494.19
6065,20210816,34,9,975,21.89,2.11,3546,114.75,161.99,139.03
6066,20170328,67,44,718,16.34,7.66,6258,71.99,382.99,504.73
6067,20250621,35,19,113,19.27,4.73,7129,69.51,369.95,311.67
6068,20210411,2,92,528,23.35,0.65,6491,130.26,277.99,42.83
6069,20221029,98,6,790,23.77,0.23,8866,126.85,372.99,15.16
6070,20220922,30,94,41,20.88,3.12,4718,77.5,225.96,205.58
6071,20210117,33,31,537,16.2,7.8,2511,75.72,155.0,513.95
6072,20220718,4,12,5,23.16,0.84,6322,123.0,272.97,55.35
6073,20221009,56,98,57,17.02,6.98,6127,79.8,359.99,459.92
6074,20161013,32,37,904,19.3,4.7,7295,98.7,377.98,309.69
6075,20240105,11,31,376,18.5,5.5,6623,104.45,358.0,362.4
6076,20211103,16,17,991,19.71,4.29,7135,104.25,362.0,282.67
6077,20221111,40,55,346,20.83,3.17,3353,63.21,160.97,208.88
6078,20220903,80,43,31,23.15,0.85,8148,117.1,351.97,56.01
6079,20210210,9,92,178,20.53,3.47,4783,97.78,232.98,228.64
6080,20250814,74,33,954,20.95,3.05,4504,105.54,214.99,200.97
6081,20160405,74,81,648,21.21,2.79,7084,118.15,333.99,183.84
6082,20240131,77,71,81,17.47,6.53,6428,100.87,367.95,430.27
6083,20201101,22,26,510,22.49,1.51,5105,79.6,226.99,99.5
6084,20150805,14,81,497,16.74,7.26,3733,86.2,223.0,478.37
6085,20150630,68,12,149,16.17,7.83,4446,81.56,274.95,515.93
6086,20160119,29,50,171,22.31,1.69,7563,120.15,339.0,111.36
6087,20240627,4,70,186,22.1,1.9,7182,129.59,324.98,125.19
6088,20181021,36,49,686,17.28,6.72,5512,84.89,318.98,442.79
6089,20230718,2,40,422,23.18,0.82,3917,120.15,168.98,54.03
6090,20210921,97,2,498,23.47,0.53,7979,126.75,339.97,34.92
6091,20150221,69,17,343,21.47,2.53,6441,80.68,300.0,166.71
6092,20230818,58,10,680,22.33,1.67,8619,82.42,385.98,110.04
6093,20190912,67,16,841,17.64,6.36,5821,56.72,329.99,419.07
6094,20160220,63,65,668,20.09,3.91,6529,103.31,324.99,257.64
6095,20170321,96,70,485,21.67,2.33,7541,121.79,347.99,153.53
6096,20250726,72,9,409,21.73,2.27,7714,116.78,354.99,149.57
6097,20150511,80,30,446,18.11,5.89,3766,79.29,207.95,388.1
6098,20150422,92,24,660,20.08,3.92,4658,90.59,231.97,258.29
6099,20210912,86,55,380,20.83,3.17,6436,84.94,308.98,208.88
6100,20230720,40,17,817,20.02,3.98,4304,88.82,214.99,262.25
6101,20180903,84,38,318,20.2,3.8,3454,67.46,170.99,250.39
6102,20150211,36,89,512,16.25,7.75,4777,76.94,293.97,510.66
6103,20220624,13,94,433,16.47,7.53,6324,70.67,383.97,496.16
6104,20180220,73,9,925,20.52,3.48,8043,83.92,391.96,229.3
6105,20230424,90,69,730,23.93,0.07,3613,85.78,150.98,4.61
6106,20250831,40,32,64,16.8,7.2,6518,92.31,387.98,474.42
6107,20170124,56,4,590,22.64,1.36,5139,124.91,226.99,89.61
6108,20190313,83,100,262,18.84,5.16,3881,74.99,206.0,340.0
6109,20231128,19,100,594,18.52,5.48,5426,107.86,292.98,361.08
6110,20201104,81,79,201,18.91,5.09,4746,71.91,250.98,335.39
6111,20190207,43,81,602,23.75,0.25,8360,120.31,352.0,16.47
6112,20170131,64,5,536,18.34,5.66,6932,67.93,377.97,372.95
6113,20151212,31,21,872,20.76,3.24,5190,67.86,250.0,213.49
6114,20180225,72,43,518,18.92,5.08,7246,90.61,382.98,334.73
6115,20211125,34,92,980,20.16,3.84,4798,79.11,238.0,253.02
6116,20210509,5,53,572,16.29,7.71,5017,79.14,307.98,508.02
6117,20230629,2,23,59,20.67,3.33,4630,70.82,224.0,219.42
6118,20170210,89,87,444,20.36,3.64,6983,64.6,342.98,239.84
6119,20160510,68,82,365,19.88,4.12,3240,76.87,162.98,271.47
6120,20241021,51,95,139,20.36,3.64,4153,62.23,203.98,239.84
6121,20200929,10,58,819,19.49,4.51,5418,105.74,277.99,297.17
6122,20240304,25,44,6,22.54,1.46,7325,68.33,324.98,96.2
6123,20240718,47,67,148,20.92,3.08,4853,76.52,231.98,202.95
6124,20231009,87,35,179,23.49,0.51,6765,113.23,287.99,33.6
6125,20160519,36,28,292,19.37,4.63,7496,111.09,386.99,305.08
6126,20220819,92,11,352,22.57,1.43,8779,94.13,388.97,94.22
6127,20190701,82,94,577,21.33,2.67,5396,77.6,252.98,175.93
6128,20250710,63,51,547,22.18,1.82,5301,129.78,239.0,119.92
6129,20250813,8,61,165,22.83,1.17,8150,91.73,356.99,77.09
6130,20200710,97,27,839,21.16,2.84,8083,113.3,381.99,187.13
6131,20151023,60,64,808,20.12,3.88,3299,97.14,163.97,255.66
6132,20180302,17,80,430,22.11,1.89,7871,85.7,355.99,124.53
6133,20180118,62,87,908,17.83,6.17,5099,106.73,285.98,406.55
6134,20190711,13,79,973,21.52,2.48,6671,91.7,309.99,163.41
6135,20180609,40,86,893,21.34,2.66,6850,109.23,320.99,175.27
6136,20170907,51,59,59,17.6,6.4,5825,85.85,330.97,421.7
6137,20230416,47,72,551,20.67,3.33,6655,63.8,321.96,219.42
6138,20230712,54,96,938,16.29,7.71,3372,74.03,207.0,508.02
6139,20150510,23,100,824,20.95,3.05,6033,105.27,287.97,200.97
6140,20210920,18,42,641,23.87,0.13,7471,91.81,312.99,8.57
6141,20210409,42,77,423,23.03,0.97,5458,104.58,237.0,63.91
6142,20160804,63,13,606,18.35,5.65,3725,63.18,203.0,372.29
6143,20220825,61,75,41,19.83,4.17,6801,75.33,342.97,274.77
6144,20151021,90,85,893,23.55,0.45,6429,86.17,272.99,29.65
6145,20180215,15,73,264,16.16,7.84,6286,51.13,388.99,516.59
6146,20221223,35,6,375,17.41,6.59,6946,75.35,398.97,434.22
6147,20150805,97,91,924,17.23,6.77,5754,57.88,333.95,446.08
6148,20181028,16,10,660,16.44,7.56,6082,81.24,369.95,498.14
6149,20160619,54,90,560,21.01,2.99,5126,93.39,243.98,197.02
6150,20211025,42,32,555,22.79,1.21,6381,123.28,279.99,79.73
6151,20170523,68,94,665,20.71,3.29,4452,88.75,214.97,216.78
6152,20240306,1,40,958,20.08,3.92,4558,109.92,226.99,258.29
6153,20190917,99,24,647,21.95,2.05,3797,78.09,172.98,135.08
6154,20240310,21,66,518,18.93,5.07,3388,87.22,178.98,334.07
6155,20190615,18,77,580,19.02,4.98,5477,76.07,287.96,328.14
6156,20190616,32,25,844,21.79,2.21,3617,85.28,165.99,145.62
6157,20230523,98,72,10,22.21,1.79,8195,107.13,368.98,117.95
6158,20150513,66,78,870,19.26,4.74,3871,64.66,200.99,312.33
6159,20170329,46,24,963,18.49,5.51,4640,88.72,250.95,363.06
6160,20151119,91,33,613,22.78,1.22,8656,114.25,379.98,80.39
6161,20231110,32,19,710,19.02,4.98,3765,94.39,197.95,328.14
6162,20220213,49,53,670,18.97,5.03,6354,88.35,334.95,331.43
6163,20240516,79,85,578,16.29,7.71,6271,55.08,384.96,508.02
6164,20170510,94,57,3,20.82,3.18,5267,89.67,252.98,209.53
6165,20220524,39,9,94,23.48,0.52,7936,87.94,337.99,34.26
6166,20161226,88,21,197,18.23,5.77,7164,56.9,392.98,380.19
6167,20230904,92,64,884,16.23,7.77,5631,60.53,346.95,511.98
6168,20250419,45,38,140,23.42,0.58,8501,84.03,362.98,38.22
6169,20230527,80,67,775,17.25,6.75,5037,103.22,292.0,444.77
6170,20210605,85,14,107,22.38,1.62,6512,83.48,290.97,106.74
6171,20170915,45,1,684,22.82,1.18,6138,119.48,268.97,77.75
6172,20180906,49,32,454,18.76,5.24,5928,66.51,315.99,345.27
6173,20250707,4,71,623,22.61,1.39,7664,108.63,338.97,91.59
6174,20170708,82,43,468,18.48,5.52,7262,56.69,392.97,363.72
6175,20230130,73,98,49,23.28,0.72,7100,97.29,304.98,47.44
6176,20160510,6,63,457,20.18,3.82,7567,77.38,374.98,251.7
6177,20160329,57,96,189,22.65,1.35,8153,96.79,359.96,88.95
6178,20230614,88,39,972,22.74,1.26,8504,126.12,373.97,83.02
6179,20250528,53,33,876,18.51,5.49,7366,93.41,397.95,361.74
6180,20170523,32,70,142,22.77,1.23,8060,94.42,353.97,81.05
6181,20150405,26,13,541,17.89,6.11,4311,77.47,240.97,402.6
6182,20150822,64,29,554,17.31,6.69,5556,94.2,320.97,440.81
6183,20230609,6,34,427,21.67,2.33,4962,109.14,228.98,153.53
6184,20230514,78,23,803,17.75,6.25,3390,66.84,190.99,411.82
6185,20191001,23,36,917,22.11,1.89,5018,95.91,226.96,124.53
6186,20200707,43,45,784,21.03,2.97,8306,90.93,394.96,195.7
6187,20200726,37,69,952,20.83,3.17,6353,62.61,304.99,208.88
6188,20161015,37,60,563,16.1,7.9,5989,71.64,371.99,520.54
6189,20250121,69,89,551,16.67,7.33,4634,56.33,277.98,482.98
6190,20240604,89,2,296,19.35,4.65,4198,108.69,216.95,306.39
6191,20190827,16,64,379,21.32,2.68,7909,100.86,370.97,176.59
6192,20181121,81,10,286,19.94,4.06,7796,111.9,390.97,267.52
6193,20180427,6,28,627,20.63,3.37,3548,113.66,171.98,222.05
6194,20150829,63,8,159,18.73,5.27,4907,59.8,261.99,347.25
6195,20210225,61,5,650,23.85,0.15,6272,132.73,262.98,9.88
6196,20160914,27,2,971,19.42,4.58,3456,114.15,177.96,301.78
6197,20221202,8,77,554,22.16,1.84,8686,116.52,391.97,121.24
6198,20230114,99,98,714,21.35,2.65,5978,97.21,280.0,174.61
6199,20210316,77,10,627,16.49,7.51,4188,76.01,253.97,494.84
6200,20200803,100,14,67,19.33,4.67,7190,108.89,371.96,307.71
6201,20181110,41,76,101,16.65,7.35,4112,73.87,246.97,484.3
6202,20241126,63,30,195,23.35,0.65,6911,117.65,295.97,42.83
6203,20150122,28,87,254,23.1,0.9,6398,100.92,276.97,59.3
6204,20230503,88,78,738,22.15,1.85,3433,117.25,154.99,121.9
6205,20250910,62,22,536,20.77,3.23,4237,96.21,204.0,212.83
6206,20220707,90,68,891,18.76,5.24,7035,94.39,375.0,345.27
6207,20200713,92,7,378,20.98,3.02,3419,81.96,162.96,198.99
6208,20200801,73,88,296,21.16,2.84,5226,96.83,246.98,187.13
6209,20160618,63,24,807,22.13,1.87,6926,113.78,312.97,123.22
6210,20170203,10,61,863,17.94,6.06,6350,65.42,353.96,399.3
6211,20160706,8,71,94,21.64,2.36,6232,126.63,287.99,155.5
6212,20211018,41,23,171,19.24,4.76,7676,68.2,398.96,313.64
6213,20171026,18,70,833,18.48,5.52,5174,58.46,279.98,363.72
6214,20180812,73,77,879,19.83,4.17,7912,103.28,398.99,274.77
6215,20250101,30,35,522,23.74,0.26,5175,108.16,217.99,17.13
6216,20161022,53,7,221,16.75,7.25,3132,50.79,186.99,477.71
6217,20200123,97,100,314,16.13,7.87,2967,76.23,183.94,518.56
6218,20180206,20,52,522,22.5,1.5,7042,101.51,312.98,98.84
6219,20221126,57,43,514,16.73,7.27,6257,99.03,374.0,479.03
6220,20240411,4,39,953,20.44,3.56,4599,114.06,225.0,234.57
6221,20190924,71,63,860,21.88,2.12,5426,114.92,247.99,139.69
6222,20160316,70,45,908,23.8,0.2,7996,79.68,335.97,13.18
6223,20170627,36,61,796,19.99,4.01,4517,98.25,225.96,264.22
6224,20210423,70,28,398,19.47,4.53,6191,83.94,317.98,298.49
6225,20220901,60,89,635,20.43,3.57,7150,78.13,349.98,235.23
6226,20240304,21,86,121,21.25,2.75,8053,98.41,378.96,181.2
6227,20161121,31,3,935,23.7,0.3,4005,140.22,168.99,19.77
6228,20170908,16,31,195,21.8,2.2,3379,83.88,155.0,144.96
6229,20250202,76,88,816,18.24,5.76,4815,98.93,263.98,379.53
6230,20230528,2,94,636,20.83,3.17,4540,98.99,217.95,208.88
6231,20180225,26,65,327,21.13,2.87,7522,113.95,355.99,189.11
6232,20240721,64,16,477,22.55,1.45,3923,87.8,173.97,95.54
6233,20151208,39,65,253,21.31,2.69,6712,115.24,314.97,177.25
6234,20160728,92,9,471,21.49,2.51,5716,113.87,265.98,165.39
6235,20230604,82,16,77,20.66,3.34,8181,103.93,395.98,220.08
6236,20240813,94,77,752,17.9,6.1,5513,95.47,307.99,401.94
6237,20230622,14,43,765,20.04,3.96,7955,69.74,396.96,260.93
6238,20221230,5,83,897,19.58,4.42,6069,69.59,309.96,291.24
6239,20190804,94,27,79,19.36,4.64,3678,114.68,189.98,305.74
6240,20250502,9,33,180,20.8,3.2,3744,88.68,180.0,210.85
6241,20191026,1,34,622,20.8,3.2,5324,118.85,255.96,210.85
6242,20201027,9,56,586,22.65,1.35,4416,69.66,194.97,88.95
6243,20241025,79,72,390,19.16,4.84,3123,98.16,163.0,318.91
6244,20200703,97,87,625,17.0,7.0,4641,57.43,273.0,461.24
6245,20231028,88,33,811,20.54,3.46,5504,71.01,267.96,227.98
6246,20221209,71,5,87,20.96,3.04,5365,65.27,255.96,200.31
6247,20201005,83,81,444,23.24,0.76,5043,123.62,217.0,50.08
6248,20250506,23,33,204,17.36,6.64,4982,95.72,286.98,437.52
6249,20230525,51,71,728,16.77,7.23,3035,96.86,180.98,476.39
6250,20241014,20,84,501,16.56,7.44,6508,87.75,393.0,490.23
6251,20230207,96,39,703,17.92,6.08,5143,74.84,287.0,400.62
6252,20151209,42,55,848,20.86,3.14,5736,78.86,274.98,206.9
6253,20230415,78,70,672,19.6,4.4,5370,95.52,273.98,289.92
6254,20240926,33,32,227,21.98,2.02,4439,95.93,201.96,133.1
6255,20220730,51,84,676,21.08,2.92,8263,100.74,391.98,192.4
6256,20160127,95,40,199,20.05,3.95,3609,108.04,180.0,260.27
6257,20171006,39,10,990,23.8,0.2,7425,130.65,311.97,13.18
6258,20211028,28,90,169,22.25,1.75,5785,120.33,260.0,115.31
6259,20190323,10,95,434,21.0,3.0,3780,103.14,180.0,197.67
6260,20160310,7,75,768,16.16,7.84,3248,49.72,200.99,516.59
6261,20171119,21,74,105,17.73,6.27,5088,103.93,286.97,413.14
6262,20151216,12,41,195,19.29,4.71,5516,71.45,285.95,310.35
6263,20191211,43,39,505,21.46,2.54,4463,105.12,207.97,167.36
6264,20161001,62,79,574,23.33,0.67,7652,130.06,327.99,44.15
6265,20221125,94,74,34,18.66,5.34,7072,73.95,378.99,351.86
6266,20200116,34,12,759,23.18,0.82,7510,124.99,323.99,54.03
6267,20160530,12,30,438,17.61,6.39,6075,81.78,344.97,421.05
6268,20221109,62,43,45,19.89,4.11,6862,101.4,345.0,270.81
6269,20180509,4,26,606,18.62,5.38,6442,66.63,345.97,354.5
6270,20200525,61,34,867,20.71,3.29,8076,63.36,389.96,216.78
6271,20151112,98,85,8,19.54,4.46,5217,82.92,266.99,293.88
6272,20240426,16,40,381,16.52,7.48,6508,88.6,393.95,492.87
6273,20220614,50,69,539,20.26,3.74,5287,78.92,260.96,246.43
6274,20200312,41,6,986,21.3,2.7,4174,71.19,195.96,177.91
6275,20200905,79,66,192,20.9,3.1,7900,92.36,377.99,204.26
6276,20160127,94,6,707,16.4,7.6,2869,61.98,174.94,500.77
6277,20150918,16,87,273,16.42,7.58,5861,71.87,356.94,499.46
6278,20230609,68,73,811,16.17,7.83,6015,65.27,371.99,515.93
6279,20210212,66,70,909,23.86,0.14,8088,142.77,338.98,9.22
6280,20150727,71,38,771,21.69,2.31,4468,92.95,205.99,152.21
6281,20201214,51,41,541,16.76,7.24,5731,88.39,341.95,477.05
6282,20220706,14,50,590,18.77,5.23,6006,87.4,319.98,344.61
6283,20191116,79,77,998,16.49,7.51,5326,74.71,322.98,494.84
6284,20190816,22,62,292,23.11,0.89,8180,117.14,353.96,58.64
6285,20231004,61,20,919,19.14,4.86,4268,57.82,222.99,320.23
6286,20190723,61,55,212,16.85,7.15,2628,54.98,155.96,471.12
6287,20160225,61,54,762,23.54,0.46,8662,89.59,367.97,30.31
6288,20240221,37,75,101,18.69,5.31,6821,75.8,364.95,349.88
6289,20170816,30,31,6,23.22,0.78,6037,70.91,259.99,51.4
6290,20150106,25,28,897,18.86,5.14,2885,58.84,152.97,338.68
6291,20180409,88,44,32,21.58,2.42,5653,126.82,261.96,159.46
6292,20220324,35,77,350,21.26,2.74,6909,125.24,324.98,180.54
6293,20150928,4,57,538,19.15,4.85,4385,79.74,228.98,319.57
6294,20210611,93,46,110,22.03,1.97,7754,91.53,351.97,129.81
6295,20250307,46,65,7,18.4,5.6,5851,60.47,317.99,368.99
6296,20220914,34,22,884,23.92,0.08,3970,134.63,165.97,5.27
6297,20180521,30,70,49,23.24,0.76,4671,127.91,200.99,50.08
6298,20150721,73,7,190,20.59,3.41,7000,112.51,339.97,224.69
6299,20181218,53,48,541,16.58,7.42,3166,67.74,190.95,488.91
6300,20250208,19,36,855,20.49,3.51,6269,113.03,305.95,231.28
6301,20240713,75,93,931,18.59,5.41,3550,94.92,190.96,356.47
6302,20191028,74,80,119,18.49,5.51,6859,95.29,370.96,363.06
6303,20210114,63,29,783,19.09,4.91,4142,63.36,216.97,323.53
6304,20211228,6,94,224,21.97,2.03,6656,97.11,302.96,133.76
6305,20180917,90,98,4,18.77,5.23,3434,70.49,182.95,344.61
6306,20220207,91,66,158,17.71,6.29,4870,83.85,274.99,414.46
6307,20241010,31,91,38,19.09,4.91,6509,99.31,340.96,323.53
6308,20221111,17,70,699,18.42,5.58,5433,93.46,294.95,367.67
6309,20210814,29,21,558,17.66,6.34,4803,82.75,271.97,417.75
6310,20181230,22,70,958,17.24,6.76,3258,95.3,188.98,445.43
6311,20191228,59,97,82,21.31,2.69,3622,101.94,169.97,177.25
6312,20240812,70,82,564,17.77,6.23,5721,85.23,321.95,410.5
6313,20151013,31,16,908,22.3,1.7,3523,97.34,157.98,112.02
6314,20210107,77,75,158,22.35,1.65,7844,90.44,350.96,108.72
6315,20151223,89,2,77,19.02,4.98,6219,85.92,326.97,328.14
6316,20160615,61,4,907,18.14,5.86,6711,106.34,369.96,386.12
6317,20221221,7,44,828,23.18,0.82,4659,114.22,200.99,54.03
6318,20160712,2,93,239,20.69,3.31,6951,112.86,335.96,218.1
6319,20190609,4,38,87,21.13,2.87,5197,104.27,245.95,189.11
6320,20220412,16,50,913,22.25,1.75,6118,115.87,274.97,115.31
6321,20250628,11,44,4,18.27,5.73,3014,54.86,164.97,377.56
6322,20231117,99,70,50,21.6,2.4,4039,76.04,186.99,158.14
6323,20240122,49,2,160,21.84,2.16,6246,129.96,285.99,142.33
6324,20250309,49,72,518,22.26,1.74,8258,111.16,370.98,114.65
6325,20210827,81,37,38,16.54,7.46,3192,87.63,192.99,491.55
6326,20150610,13,55,326,22.73,1.27,4864,95.84,213.99,83.68
6327,20200723,43,20,207,17.91,6.09,6680,73.51,372.98,401.28
6328,20220415,67,28,185,16.09,7.91,5872,73.32,364.95,521.2
6329,20200925,95,31,434,22.45,1.55,8261,73.42,367.97,102.13
6330,20230714,48,65,9,19.55,4.45,4125,77.16,211.0,293.22
6331,20200522,48,4,902,21.32,2.68,3858,110.03,180.96,176.59
6332,20230829,9,9,184,22.53,1.47,8741,128.47,387.97,96.86
6333,20190927,79,6,131,19.54,4.46,3947,63.97,202.0,293.88
6334,20170926,81,52,809,18.31,5.69,5712,83.12,311.96,374.92
6335,20180404,76,62,379,19.86,4.14,6216,93.98,312.99,272.79
6336,20180613,95,66,100,19.27,4.73,4701,87.5,243.95,311.67
6337,20210622,66,60,151,23.91,0.09,5834,113.03,244.0,5.93
6338,20250225,13,68,159,22.1,1.9,7160,117.47,323.98,125.19
6339,20240818,51,53,367,22.65,1.35,4620,88.46,203.97,88.95
6340,20200903,55,17,742,21.38,2.62,5430,82.56,253.98,172.64
6341,20160511,38,49,887,16.3,7.7,2656,73.79,162.94,507.36
6342,20170316,74,70,43,16.33,7.67,5062,63.14,309.98,505.39
6343,20160617,12,77,413,18.81,5.19,5887,64.5,312.97,341.98
6344,20200818,65,82,876,20.13,3.87,6622,105.46,328.96,255.0
6345,20240318,29,57,356,20.52,3.48,5519,77.86,268.96,229.3
6346,20230129,15,80,669,22.11,1.89,7384,125.33,333.97,124.53
6347,20200901,67,72,555,17.78,6.22,4356,95.84,244.99,409.84
6348,20161015,46,79,672,23.94,0.06,7038,75.95,293.98,3.95
6349,20170913,26,80,364,22.2,1.8,5572,82.74,250.99,118.6
6350,20180501,21,88,379,20.11,3.89,3680,73.61,182.99,256.32
6351,20190428,43,21,151,20.65,3.35,3365,74.17,162.95,220.74
6352,20160128,25,62,716,22.3,1.7,5017,93.8,224.98,112.02
6353,20170725,51,90,111,19.73,4.27,5110,106.93,259.0,281.36
6354,20250608,75,62,856,21.12,2.88,6969,75.91,329.97,189.77
6355,20180630,27,55,799,18.32,5.68,5679,106.68,309.99,374.26
6356,20200825,89,4,539,21.59,2.41,5548,91.39,256.97,158.8
6357,20250919,53,27,401,23.93,0.07,7801,128.5,325.99,4.61
6358,20190205,28,77,783,17.45,6.55,4118,74.45,235.99,431.59
6359,20170810,34,95,818,19.38,4.62,7500,80.61,387.0,304.42
6360,20200628,30,49,127,17.36,6.64,3072,86.33,176.96,437.52
6361,20250918,63,1,160,17.65,6.35,4306,75.21,243.97,418.41
6362,20171219,88,35,943,16.58,7.42,5802,95.05,349.94,488.91
6363,20230301,31,69,559,23.34,0.66,6605,101.9,282.99,43.49
6364,20161102,88,91,113,21.45,2.55,8129,123.1,378.97,168.02
6365,20210403,21,14,418,20.23,3.77,5017,76.48,248.0,248.41
6366,20190509,21,1,588,18.38,5.62,5550,107.04,301.96,370.31
6367,20210924,24,15,129,19.34,4.66,3442,78.28,177.97,307.05
6368,20230428,64,30,575,17.4,6.6,3062,104.33,175.98,434.88
6369,20180101,7,87,657,18.21,5.79,2731,83.65,149.97,381.51
6370,20201225,18,47,908,17.1,6.9,5728,70.8,334.97,454.65
6371,20170426,45,36,561,16.58,7.42,4460,60.4,269.0,488.91
6372,20220910,46,26,278,17.99,6.01,3202,71.97,177.99,396.01
6373,20190126,97,19,355,17.41,6.59,5362,70.55,307.98,434.22
6374,20171123,88,58,149,23.93,0.07,7179,80.03,300.0,4.61
6375,20180208,40,84,750,22.92,1.08,8411,109.33,366.97,71.16
6376,20161218,47,7,580,18.19,5.81,3874,81.09,212.97,382.83
6377,20231230,94,64,759,17.65,6.35,3406,71.89,192.97,418.41
6378,20181001,35,90,860,21.56,2.44,6920,65.55,320.96,160.77
6379,20220228,10,7,975,16.3,7.7,5232,65.53,320.98,507.36
6380,20250314,5,85,941,21.87,2.13,6429,103.61,293.96,140.35
6381,20180909,73,12,759,21.74,2.26,7174,70.77,329.99,148.91
6382,20240219,49,72,261,23.92,0.08,6578,75.8,275.0,5.27
6383,20250414,2,45,306,19.05,4.95,4991,60.45,261.99,326.16
6384,20210912,50,82,63,16.1,7.9,5313,52.55,330.0,520.54
6385,20220223,82,2,714,18.58,5.42,5573,70.59,299.95,357.13
6386,20240223,36,33,832,20.51,3.49,3876,105.86,188.98,229.96
6387,20160506,5,25,200,18.94,5.06,3087,62.76,162.99,333.41
6388,20171030,18,31,355,22.21,1.79,3908,99.88,175.96,117.95
6389,20240415,23,79,978,21.45,2.55,6263,90.33,291.98,168.02
6390,20180608,66,96,274,22.98,1.02,4044,107.07,175.98,67.21
6391,20180730,96,4,211,23.53,0.47,4141,93.88,175.99,30.97
6392,20210707,49,75,310,23.06,0.94,9177,79.95,397.96,61.94
6393,20190106,9,14,877,18.94,5.06,2916,59.03,153.96,333.41
6394,20170317,70,47,934,23.28,0.72,7007,73.03,300.99,47.44
6395,20250623,84,27,992,20.2,3.8,4969,93.16,245.99,250.39
6396,20201113,26,1,990,22.31,1.69,5108,90.36,228.96,111.36
6397,20190716,26,35,417,23.54,0.46,6285,100.56,266.99,30.31
6398,20180515,32,99,80,22.35,1.65,7062,82.2,315.97,108.72
6399,20151006,89,41,407,16.64,7.36,2512,77.88,150.96,484.96
6400,20210704,75,24,85,22.84,1.16,4545,131.18,198.99,76.43
6401,20200325,52,69,941,18.82,5.18,4742,97.76,251.97,341.32
6402,20160921,19,17,856,22.02,1.98,6473,85.26,293.96,130.46
6403,20250720,94,10,50,16.49,7.51,2489,66.24,150.94,494.84
6404,20250906,97,97,755,17.53,6.47,3541,63.76,202.0,426.32
6405,20200520,57,77,760,21.01,2.99,3256,100.9,154.97,197.02
6406,20220516,27,15,800,18.13,5.87,3390,82.56,186.98,386.78
6407,20230723,39,91,32,23.54,0.46,7344,114.47,311.98,30.31
6408,20161010,63,92,922,18.46,5.54,4098,71.92,221.99,365.04
6409,20210315,63,12,561,23.08,0.92,6577,89.92,284.97,60.62
6410,20200903,92,15,742,16.52,7.48,2577,93.86,155.99,492.87
6411,20160811,63,14,927,23.13,0.87,7841,103.18,339.0,57.33
6412,20150409,60,99,980,19.18,4.82,6003,87.12,312.98,317.6
6413,20190306,51,40,69,21.52,2.48,6197,114.73,287.96,163.41
6414,20220429,67,53,955,17.65,6.35,6901,69.34,390.99,418.41
6415,20230829,76,40,985,22.32,1.68,3459,118.03,154.97,110.7
6416,20200615,66,67,735,21.15,2.85,8121,108.06,383.97,187.79
6417,20250213,52,15,377,22.7,1.3,8739,76.63,384.98,85.66
6418,20190320,65,86,25,20.63,3.37,3981,93.41,192.97,222.05
6419,20160303,58,84,457,16.76,7.24,6402,74.95,381.98,477.05
6420,20200525,51,56,504,19.65,4.35,7427,106.17,377.96,286.63
6421,20161116,6,10,640,19.78,4.22,3619,94.2,182.96,278.06
6422,20190528,44,70,286,16.92,7.08,2656,83.74,156.97,466.51
6423,20230430,90,76,225,18.41,5.59,5375,96.47,291.96,368.33
6424,20190522,50,73,321,20.99,3.01,8186,87.07,390.0,198.33
6425,20250404,97,83,584,22.53,1.47,4821,127.41,213.98,96.86
6426,20150102,55,85,826,18.63,5.37,6054,111.27,324.96,353.84
